author,rating,date,text,source_url,verified
Debra Shirar,1,2026-05-18,"I've ordered more than $1000 in various supplies for the local animal shelter this year. I am a 74 yoa Marine widow and have been a member of Amazon for 
More than 10 years. When I order the product says delivery will be ex. Tomorrow between 10 and 3pm. The business closes at 6pm.  Today it got there after 530pm when it left for Lawrence which is west of where product was picked up around 1230pm. Hour at the most. The shelter is right off the highway and easy stop before all that time. Over $650 worth of powdered milk for newborn kittens.
Guess I will call distributor and see if I can get a bigger quantity and a faster delivery. Already found a local dealer for dog and cat food who will give me 15%off my order. Looks like Amazon losing my money for about a sizable loss.",https://www.trustpilot.com/reviews/6a0a5b6daeb3ec699a20d28a,false
Destiny,1,2026-05-18,"Corrupt Business Practices
BBB Complaint: #23452522

I have contacted amazon's Customer Service 3 times throughout the past few months trying to resolve the issue and I have received convoluted information from each employee. I cancelled an order and returned the items and I was expected to receive a refund in the amount of $171.98. I contacted amazon on June 2 at 1-888-280-4331and I spoke with a representative who ""took my updated contact information and assured me that the new card information would be updated since the old card on file was no loner active. The representative Niksil stated ""that my card information was added to the system and I should receive my refund in 5-10 business days. On June 10th, I spoke with a representative who told me ""there was nothing they could do.""

I requested to speak to a supervisor Mr. Abhay who was completely indifferent and argumentative. I again, informed him that I spoke to a representative who ""took my updated card information"" for over 30 minutes I spoke with them on the phone, whom I believed was assisting me. How could this representative take my card information and assure me it was added to the account if its not amazon's policy. 

These customer service agents outside the U.S have their own set of corrupt practices that they use against American consumers and it goes against basic morale which is embedded in all business transactions. Its an egregious act to accept a consumers money and send a refund to a nonactive account and then create liability for the consumer by sending their payment to a nonactive card-and have no remedy in place to assist the consumer, in retrieving their funds after you have profited from their business.

Its a disgrace that this is a matter of business for Amazon. My complaint is noted on BBB website.

The BBB representative was equally dismissive and had no regard for the fact that Amazon created a financial hardship for me and never refunded my money. They falsely reported on the website that the ""funds were refunded."" I have been ordering from Amazon for over 15 years and because of this illegal action committed against me-I will never support or use Amazon services. I'm grateful for Ali Express! The quality of their products and customer service reps who value due diligence are far better than amazon's cutthroat criminal practices and tactics used against consumers.",https://www.trustpilot.com/reviews/6a0a539e8dadb5f622b25673,false
JVhollywood,1,2026-05-18,Awful…..absolutely awful. No one wants a CSR rep from another country dealing with returns in America. They provide no results and elevate calls to the same agents of the same awful caliber! 30 days to begin discussing a refund is lame at best! Do better!!,https://www.trustpilot.com/reviews/6a0a45999ab6a971b6357521,false
Kevin Coleman,2,2026-05-18,"Having used Amazon (Prime) for years I loved it but lately the ""next day"" on most items is days to weeks. 😪
What now bugs me is their now in cahoots with Harris Farm. 😫
Consequently many items you try to buy are Harris Farm so you have a $50 minimum PLUS a $15 delivery. 😢
I add items then later find I have to delete them. 😩
Amazon is now more Harris Farm. 😭",https://www.trustpilot.com/reviews/6a0a2fe770d7e67580191775,false
Brenda Thornton,1,2026-05-18,"As a long-term AmazonPrime member and Amazon customer, I am greatly disappointed in the company these last few years! Nothing they advertise as next day or two day (or even 5 day) delivery is delivered on time. More often than not, items are lost somewhere in transit, and the refund for non-delivered items is a mess.  I have started purchasing elsewhere because I can not trust Amazon to deliver my purchases! What use to be my favorite on-line shopping place has become the very last resort for purchases.",https://www.trustpilot.com/reviews/6a0a2f7fff0922e3c91e9fcf,false
Steve schuster,1,2026-05-18,I find Amazon to equal Hot Garbage. They have screwed me over so many times let it be charging me for returns or taking a weekend that I had planned and recking it by offering overnight delivery that you pay for and making the package never come. This has happen multiple times. This company has went down hill in the last year to the point I am going to cancle all the services I have with them. Don’t offer overnight if you cannot even get it to people the next day. Don’t retro charge people for returns that your warehouse lost. Pure hot garbage. That is Amazon,https://www.trustpilot.com/reviews/6a0a02b7e529a383ecbd67ef,false
Kirsty Mason,1,2026-05-18,"Amazon prime is a nightmare, I pay £8.99 a month for next day delivery and the earliest anything is delivered is a week or more. There is no next day delivery and hasn’t been for nearly 6 months. It’s a nightmare trying to talk to anyone and get the issue resolved. I might as well just throw £8.99 in the bin every month as I get no prime services for it. I’ve contacted Amazon to no resolution, this has been going on too long and nobody seems to know when the next day delivery service will resume. It’s a nightmare for a cake business",https://www.trustpilot.com/reviews/6a09fd92edf21232814c149d,false
Andy Daniels,1,2026-05-18,"Order 204-6721648-6682742
Having placed and paid for an order, I then only received part of it with the remainder due a Month Later!
Nothing indicated that it was an out of stock item so I am absolutely incensed by Amazons sly tactics with this purchase. What makes it worse is that I am unable to contact Amazon directly because their contact form doesn't allow it - Ludicrous!",https://www.trustpilot.com/reviews/6a09f1e4cb71b7198789e7c0,false
Stephen Munt,1,2026-05-18,"criminals. selling illegal, fake goods, dangerous electricals, leting scammers sell used phones and pretend to be new, even after telling them that i was a victim of a scam, they confirmed that there still letting the scammer sell goods, and refuse to refund me until pay for a printer to print out a return label. its a joke i have to pay money to pay money to have to return fake goods back to a scammer. your a joke. 

To amazon, dont you dare try to take this post down. i have screen shots, photos and fake goods to proof ever word that i have just said. i will be taking this dirty company to court (again) its time we stop supporting criminals like this in our country",https://www.trustpilot.com/reviews/6a09e5381c181e9727d31c66,false
Bobthebaggie,4,2026-05-18,Amazon are a very reliable and price conscious way of shopping. I am an avid shopper and there returns policy is great no issues. I enjoy reviewing good companies and shall continue to do so.,https://www.trustpilot.com/reviews/6a09d24a44d1ca70cc0d0512,false
Laban Korir,5,2026-05-18,nice services,https://www.trustpilot.com/reviews/6a09b0b7f63283f4be95f45f,false
Lilian Bray,1,2026-05-18,"I pre-ordered a book in December 2025 that was published on 07 May 2026. I expected to receive it on the date of publication. On 17 May I received an email stating that ""due to a lack of availability"" my order was being cancelled. I should have been one of the first in the queue to receive the book, which is still advertised for sale on the Amazon site.  So why can't they fulfil the order? Absolutely abysmal service.",https://www.trustpilot.com/reviews/6a099eede1c13fe614985602,false
LENA,3,2026-05-18,"Mixed experience overall. Ordering and delivery were fine, but I've honestly noticed Prime doesn't feel nearly as useful as it used to for the price. A lot of items still had delayed shipping or extra conditions despite being marked under Prime? Customer service was also frustrating at times, getting clear answers depended heavily on who you ended up talking to. Not the worst but definitely feels less customer-friendly than before.",https://www.trustpilot.com/reviews/6a0998870a93c665d3d874e3,false
Keith Morgan,1,2026-05-18,"If Amazon don’t sort there payment issues out, verify this verify that and then it still doesn’t work, I will be cancelling EVERY single service I have with them. I am sick and tired of them messing up my bank account and then blaming my bank. Enough is enough, a terrible company who cares absolutely nothing about their customers.",https://www.trustpilot.com/reviews/6a0992e84f00117bbd76b24a,false
Arthur Cooper,1,2026-05-18,"The paint did not match. I sent a photo to the market seller. The replacement did not match either. I sent another photo and asked for a refund. I received no response. Amazon then denied a refund. How can they when the product is faulty. I attempted to appeal. The message would not upload.
I have been a very regular customer since its inception and Amazon have always been excellent but have been totally let down this time. How can you treat a customer like this when the product is faulty? Is it a question of ""The computer says no?""",https://www.trustpilot.com/reviews/6a09898b7bad33c2bf638bb6,false
Csaba N,5,2026-05-18,"I have been using Amazon regularly for around 7 years and overall I have had a very positive experience. Deliveries were usually fast, reliable and arrived on time. The website and app are easy to use and the ordering process is straightforward.
What I especially appreciate is the customer service. In the cases where I simply did not like a product or it did not meet my expectations, the return process was always easy and uncomplicated. Refunds were processed quickly and without unnecessary discussions.
Of course no large company is perfect, but based on my personal experience Amazon has been reliable, transparent and customer-friendly for many years.
Best regards,
Csaba",https://www.trustpilot.com/reviews/6a097a4d006a820880a51bff,false
Michelle Santiago,1,2026-05-18,"I haven’t been fine with my recent orders, but this time I opened the box that my coffee was in and two roaches came out. So disgusting.",https://www.trustpilot.com/reviews/6a0912de952d8ce170fe8b2e,false
Kapil Pratap Singh,1,2026-05-18,"These people are running scam in India, I would never use it.",https://www.trustpilot.com/reviews/6a08d8a5999c4edb549e8582,false
crutunkulousshnunk,1,2026-05-18,"I’ve been a long-time customer of Amazon, but I am troubled by reports that it provides technology and infrastructure to U.S. Immigration and Customs Enforcement (ICE) and U.S. Customs and Border Protection (CBP).

These agencies are responsible for detention and deportation systems that have included family separation, prolonged detention in often harsh conditions, and widespread fear in immigrant communities. While Amazon’s role may be framed as providing neutral technology, those tools are still part of the infrastructure that makes this enforcement possible at scale.

I expect a much higher level of scrutiny and responsibility when it comes to government partnerships that have such serious human consequences.

Because of this, I am no longer patronizing Amazon and I hope that the company reconsiders these partnerships.",https://www.trustpilot.com/reviews/6a08c7aa21fa219cb2918533,false
Dave Shaw,2,2026-05-18,"Yesterday a delivery, two packages, were left outside my front door, why on earth the person did not ring the bell and give them to me in person, I have no idea, it would have taken only seconds to have done so, but causes so much resentment towards Amazon that I am less and less inclined to use them. Recruit delivery drivers who actually respect the customer and their customer service, otherwise I have no alternative but to keep posting these negative reviews.",https://www.trustpilot.com/reviews/6a08b2d513bfbd0a3bcab53b,false
Robin,1,2026-05-18,I bought Cider with a card.  I tried to buy blades for my shaver on the same card and it wouldn't verify my age.  I'm in my 40's.  Amazon customer service gave me the wrong information.  I had it confirmed by a friend that this is a common problem.,https://www.trustpilot.com/reviews/6a08a0c638f38c699ef970ab,false
Wendy Maclennan,1,2026-05-18,"I ordered 2 items  with next day delivery the 1st one been a weed burner. 3 weeks later still no weed burner. Have asked for a refund on a number of occasions. I get no response. The 2nd item was strawberry plants, they are now a week late and likely read so won't be any use. Evri say delivery has been attempted, which is not the case as I have been hanging about waiting every day for these items. But even if I had been out Evri know I have a safe place for packaged as does amazon. What is so frustrating is you can't actually speak to a human. It's all these chat bots that are totally useless. They only have stock answers to simple questions. I remember the days when you could phone Amazon and speak to customer services and get things sorted very quickly. Now you can't seem to get their telephone number. Why is this?",https://www.trustpilot.com/reviews/6a089efc3637f31c830c0fa2,false
Joseph Desouza,1,2026-05-18,Became a prime member for its benefits... sure enough it did not benefit me. My next day delivery took over 48 hours to deliver. No help from customer service. Canceled my membership right away!,https://www.trustpilot.com/reviews/6a089a0e8befb7ccf0141b0d,false
Rob,1,2026-05-18,I was promised a full refund by one agent and now the other agents says different. Bad customer service,https://www.trustpilot.com/reviews/6a0890dd15bc498fc67a1992,false
Mark,1,2026-05-18,"TOXIC COMPANY
TRIED TO REDEEM A GIFT VOUCHER TODAY .
WOULD NOT ALLOW ME TO RETREIVE A SMALL BIRTHDAY GIFT.
TOTALY DISPICABLE COMPANY TO BIG TO CARE !!!!!!!!!!!!!!!",https://www.trustpilot.com/reviews/6a088cccb47353b690fe5098,false
Stefan Dzibela,1,2026-05-18,Disappointed with a service. Cancelled my order without any reason. Some driver called me from a number looks like a spam and asked for some code I never received. Amazon never notified me someone will ask me for code. There’s no phone number where to phone and complain or customer service. Item was ordered for business to do the job and now I’m unable to do the job what’s a good lost for me 😡😡😡,https://www.trustpilot.com/reviews/6a08729c58910e28468bf420,false
Sheena,1,2026-05-18,"Amazon you just need to do better!!!!! I’m so over Amazon it’s not even funny!!! You have become so unreliable!!! Your delivery drivers don’t care about delivery instructions! I have an enclosed front porch and live on a busy street with easy access for people to run up and steal off my front steps! I have instructions to ask delivery people to please put my stuff on the actual porch, but your delivery people always leave my stuff sitting in the rain or snow! They put stuff on the side of my house that I always have to go look for or they deliver it to a house across the street, or even worse it’s delivered to a house on the other side of town! Maybe make sure your delivery people know how to read numbers let alone street names! 
Yesterday my order was out for delivery for 12 hours and now it’s not coming until tomorrow! Whhhhaaaatttt?!?! How’s it out for delivery and then it will take 2 extra days to be delivered?!?!?! 
Long gone are the good old days when you could place an order and everything was delivered the next day! I’m canceling everything I have with Amazon and will just start getting everything delivered by Walmart!!!
I can’t even seem to find anyone’s wish lists anymore! Why have you made it so difficult to shop for my family and friends?!?!
I know the several thousand dollars I will no longer be spending at Amazon annually won’t hurt Jeff Bezos but it’s worth it to me to not give y’all one more cent of my hard earned money, especially since I keep hearing about how awful you treat your employees who are responsible for you to keep raking in those billions!!!",https://www.trustpilot.com/reviews/6a086e9a487c715ac17bf4f8,false
Ian Isitt,1,2026-05-18,"They do whatever they want. I paid for next day delivery on a fancy dress outfit I needed for a hastily arranged party, they didn't even ship until the day after the party. No email explanation at all as to why it wasn't shipped as promised.",https://www.trustpilot.com/reviews/6a086a5048f2ca3cc820cd93,false
Angela Dyke,1,2026-05-18,"Having a terrible time with customer service. I returned items through Amazon Instore device at Post office, 1577 Paisley Road West. This morning Have not received confirmation. Got 2 conflicting replies from Amazon Chat, One Agent says theirs a problem with tracking no, but should receive it soon, Other says they can't help me. 
Awful, Terrible Service.
Still no confirmation. Very angry and frustrated.",https://www.trustpilot.com/reviews/6a0862da8f500175e6dbfd54,false
Angela Dyke,1,2026-05-18,"Having a terrible time with customer service. I returned items through Amazon Instore device at Post office, 1577 Paisley Road West. This morning Have not received confirmation. Got 2 conflicting replies from Amazon Chat, One Agent says theirs a problem with tracking no, but should receive it soon, Other says they can't help me. 
Awful, Terrible Service.
Still no confirmation. Very angry and frustrated.",https://www.trustpilot.com/reviews/6a0862da8f500175e6dbfd54,false
Saba,1,2026-05-18,"I have been trying to get my account back for more than 40 days, support is practically useless...",https://www.trustpilot.com/reviews/6a0852ed5faf539d5cc56883,false
Lynette Ramos,1,2026-05-18,Amazon customer service sucks. Their new thing is making you wait 14 to 30 days to get a refund and a lot of their stuff coming from China and nobody wants to buy nothing from China.,https://www.trustpilot.com/reviews/6a0847ada24592d1f38fbc5c,false
James,1,2026-05-18,"WORST PLATFORM TO SELL OR BUY! The instructions are so vague, your account being frozen for no reason, listings being rejected for NO REASON. Also don't forget that if Amazon sees your products selling well, they will COPY YOUR PRODUCTS. Be warned!",https://www.trustpilot.com/reviews/6a082eb3fd087ef9b77bacc0,false
Hinda,2,2026-05-18,"bad interface
bad service",https://www.trustpilot.com/reviews/6a0829f778c7516601807f83,false
IQofTHREE,1,2026-05-18,"So tired of the empty promises with deliveries. Why do you need to hand packages over to UPS or the USPS? The past 3 deliveries were 1-3 days late and even one was marked as delivered and never was. Packages are also delivered to OTHER peoples houses and pictures of THEIR from porch is on the proof of delivery! How hard is it to read a number on a house?! During Christmas week, a driver left 9 packages on my porch with different addresses on them... When I called Amazon they TOLD ME TO KEEP THEM! The package that I ordered yesterday for Friday delivery still says its scheduled to be delivered today still....Friday has already come and gone...",https://www.trustpilot.com/reviews/6a07f951fa8fb8a3c5ffd1f2,false
Andrew Richardson,1,2026-05-18,"Frequently lies about shipping dates and delivery statuses!!!  I ordered an item, due to arrive today, and then out of the blue with zero apology or explanation, it is now due to ship 14 days from now!!!",https://www.trustpilot.com/reviews/6a07f30c3e8dadd3a8ec2f22,false
Vafo Rubov,1,2026-05-18,"I am beyond disgusted with how Amazon treats its paying Prime members. I recently discovered that even though I pay for a Prime subscription, I am being charged MORE for the same items than non-Prime users. To make it even worse, my delivery estimate was set for 5 days, while a regular account was offered next-day delivery for the exact same product.

This is a complete scam and a total betrayal of customer trust. They take your membership fee and then manipulate prices and shipping speeds to their advantage. It is a fraudulent system designed to rip people off. I have already canceled my membership and will never trust this company again. If you think Prime saves you money or time, think again. You are being lied to!",https://www.trustpilot.com/reviews/6a07d2e73d08a9403dae016c,false
wenkexin zhang,1,2026-05-18,"Very poor and confusing delivery experience.

I placed a Prime order and received an email on 12 May saying my parcel was ready for collection. I went to the Amazon Counter/Collect+ collection point with my barcode, but the shop staff scanned it, searched for the parcel, and told me it was not there.

Since then, four days have passed and the tracking status has kept changing between “ready for collection”, “arriving today”, and “running late”. I also received reminder emails telling me to collect the parcel, even though the collection point had already confirmed they did not have it.

I contacted Amazon customer service multiple times and was given inconsistent information. One adviser said the parcel was being redelivered, another said it had not been delivered yet, and later I was told it may have been dropped at the store but still not marked as delivered.

This has wasted my time and caused unnecessary confusion. The tracking information and collection emails were unreliable, and I had to request a refund because the parcel could not be collected as promised.",https://www.trustpilot.com/reviews/6a07c056553458c53514346c,false
Jerry Jones,1,2026-05-18,"Amazon is trying to take over every industry there is and they’re so incompetent. I’ve been mailed high dollar items that wasn’t mine and I’d call them to come get it and nobody would show up. Amazon is the reason prices are so high. Give your money to the small Mom and Pop stores, they need it much more than these thief’s",https://www.trustpilot.com/reviews/6a07b009d7517c43e99230b5,false
